Siduri,SiduriMakorPitzul,wave,s_seker,MishkalMb,HRibitShnatit,HHashkaotShnatit,HDividendShnatit,HSchirutShnatit,HEsekShnatit,sumHAnashimShnatit,sumHGemelShnatit,sumHHishShnatit,sumHHulShnatit,sumHMilgaShnatit,sumHPensiaShnatit,sumHMosdotShnatitnew,SacShnatikolel_Lembnew,SachNefashot,Nefashot0_17,Nefashot18up,Men18up,Women18up,MisparKoma1,m_SetachMigrashBayitprati,M_ShuviDira,MbNifkadGalKodem,Ozeret1,k_ShaotOzeret1,TahasokaAcheretOzeret1,TahasokaOzeretMesh1,TahasokaOzeretSiu1,TahasokaOzeretYeLed1,Meconit1,k_MispMeconiyot1,Sfarim1,MazavKAtid1,MazavKAvar1,ChisachonAtid1,ChisachonHayom1,IdkunBaalut1,IdkunMegurimSchirut1,k_baalut1,m_DmeSchirutChodeshi,SinuyDira21,SinuyDiraP21,SugDira1,MspDirotBeKomatMegurim1,MispKomotBinyan1,MispDirotBinyan1,DiraMedurag1,SetachBayitpratY1,SetachDira1,MekorSetach1,K_MispHadarim1,K_MispHadarimMegurim1,MirpesetSherut1,ChederAronot1,MachsanBetochD1,MachsanMiD1,KamaSherutim1,ChanayaPratit1,AimMekura1,Maaliyot1,MirpesetChitzonit1,KamaMirpeset1,GinaPratit1,KamaGinaPratit1,GodelGinaPratit1,k_mizug1,HasakaPratit1,Kivun1,KamaKivun1,NofYam1,NofSetachYarok1,NofGag1,NofKvish1,NofRakevet1,NofAntena1,NofKvishPnimi1,NofSetachPatuch1,BaayaChoshech1,BaayaKvish1,BaayaRakevet1,BaayaMatos1,BaayaBiluy1,BaayaChinuch1,BaayaMifal1,BaayaZevel1,BaayaZihum1,BaayaRech1,BaayaHaznacha1,ShanaBniya1,OfenBaalut1,Mocher1,ShanaRechishaK1,ChodeshRechishaK1,MechirKnuya1,MatbeaKnuya1,ShanaRechishaB1,ChodeshRechishaB1,OfenBaalutMigrash1,MechirBniya1,MatbeaBniya1,AlutBniya1,MatbeaAlutBniya1,HagdalatDira1,SinuyimPnimiimBDira1,ShuviDiraYoter1
6658,3316,5,2017,633.532453,0,0,0,0,0,0,0,0,0,0,0,14639,332639,2,0,2,1,1,,,99999998,2,2,,,,,,1,2,2,2,2,3,3,,,1,,,,4,2,4,2,1,,190,3,5,4,2,2,1,2,4,1,2,1,,,1,1,12,2,3,4,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,8,1,1,1999,10,197000,2,,,,,,,,1,1,
6659,1415,5,2017,590.9562511,0,0,0,0,0,0,0,0,0,0,0,0,39250.28571,2,0,2,1,1,,,,2,2,,,,,,2,,3,2,3,2,1,,,2,2500,,,4,2,4,2,2,,50,2,3,2,2,2,2,2,1,2,,0,2,,,,,2,2,5,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,8,,,,,,,,,,,,,,,,
6660,1358,5,2017,552.8511088,0,0,0,0,0,0,0,0,0,0,0,57869,137869,4,3,1,0,1,,,1400000,2,2,,,,,,2,,4,2,5,3,5,,,1,,,,4,1,6,3,2,,100,3,3,3,1,2,1,2,2,2,,1,1,1,,,,2,3,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,9,1,2,2007,8,600000,1,,,,,,,,2,2,
6661,,5,2017,1179.574378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,2,99999999,,,,,,99999999,,99999999,99999999,99999999,99999999,99999999,,,,,,,99999999,,,,99999999,,99999999,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,99999999,99999999,,,,,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,,,,,,,,,,,,,,,
6662,,5,2017,769.6985571,0,0,0,0,0,0,0,0,0,0,0,37858.41667,37858.41667,1,0,1,1,0,,,,2,99999999,,,,,,99999999,,99999999,99999999,99999999,99999999,99999999,,,,,,,99999999,,,,99999999,,99999999,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,99999999,99999999,,,,,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,,,,,,,,,,,,,,,
6663,,5,2017,385.5793088,0,0,0,0,0,0,0,0,0,0,0,1800,1800,1,0,1,0,1,,,,2,99999999,,,,,,99999999,,99999999,99999999,99999999,99999999,99999999,,,,,,,99999999,,,,99999999,,99999999,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,99999999,99999999,,,,,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,,,,,,,,,,,,,,,
6664,,5,2017,383.5544137,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,2,99999999,,,,,,99999999,,99999999,99999999,99999999,99999999,99999999,,,,,,,99999999,,,,99999999,,99999999,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,99999999,99999999,,,,,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,,,,,,,,,,,,,,,
6665,,5,2017,790.5344622,0,0,0,0,0,0,0,0,0,0,0,6312,6312,1,0,1,0,1,,,,2,99999999,,,,,,99999999,,99999999,99999999,99999999,99999999,99999999,,,,,,,99999999,,,,99999999,,99999999,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,99999999,99999999,,,,,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,,,,,,,,,,,,,,,
6666,,5,2017,383.5544137,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,2,99999999,,,,,,99999999,,99999999,99999999,99999999,99999999,99999999,,,,,,,99999999,,,,99999999,,99999999,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,99999999,99999999,,,,,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,,,,,,,,,,,,,,,
6667,,5,2017,1539.397114,0,0,0,0,0,0,0,0,0,0,0,2677.333333,39768.33333,1,0,1,1,0,,,,2,2,,,,,,1,1,3,4,4,4,5,,,2,99999998,,,8,,,,2,,99999998,,3,3,2,2,2,1,2,2,,0,2,,,,,3,3,99999998,2,2,2,2,2,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,99999998,,,,,,,,,,,,,,,,
6668,,5,2017,856.9297428,0,0,0,0,0,0,0,0,0,0,0,6782,6782,1,0,1,1,0,,,,2,99999999,,,,,,99999999,,99999999,99999999,99999999,99999999,99999999,,,,,,,99999999,,,,99999999,,99999999,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,99999999,99999999,,,,,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,,,,,,,,,,,,,,,
6669,,5,2017,417.9632814,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,99999998,2,2,,,,,,1,1,1,3,3,2,2,,,1,,,,4,4,4,3,2,,55,4,3,3,2,2,2,2,2,1,2,0,2,,,,,2,3,99999998,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,99999998,1,1,99999998,99999998,730000,1,,,,,,,,2,2,
6670,,5,2017,733.7193329,0,0,0,0,0,0,0,0,0,0,0,300,132300,1,0,1,1,0,,,,2,2,,,,,,1,1,2,2,3,1,2,,,2,3600,,,4,2,3,2,2,,80,4,3,3,1,2,2,1,2,1,1,0,1,2,,,,1,3,1,2,2,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,8,,,,,,,,,,,,,,,,
6671,,5,2017,391.8234812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,2,99999999,,,,,,99999999,,99999999,99999999,99999999,99999999,99999999,,,,,,,99999999,,,,99999999,,99999999,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,99999999,99999999,,,,,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,,,,,,,,,,,,,,,
6672,,5,2017,575.6871365,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,2,99999999,,,,,,99999999,,99999999,99999999,99999999,99999999,99999999,,,,,,,99999999,,,,99999999,,99999999,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,99999999,99999999,,,,,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,,,,,,,,,,,,,,,
6673,,5,2017,340.8598455,0,0,0,0,0,0,0,0,0,6500,0,2546.333333,81646.33333,4,2,2,1,1,,,,2,2,,,,,,1,1,5,3,2,3,3,,,2,2100,,,7,,,,1,,99999998,,3,3,2,2,2,2,1,1,2,0,,,,,,2,3,1,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,
6674,,5,2017,108.0117479,0,0,0,0,0,0,0,0,0,0,0,27975.66667,123324.6667,1,0,1,0,1,,,99999998,2,2,,,,,,2,,4,2,2,2,2,,,1,,,,4,4,9,4,2,,82,4,4,4,1,2,2,1,2,1,2,1,2,,,,,2,3,4,3,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,99999998,1,1,99999998,99999998,99999998,,,,,,,,,2,2,
6675,,5,2017,412.7229545,0,0,0,0,0,0,0,0,0,0,0,2664.166667,2664.166667,1,0,1,0,1,,,,2,99999998,,,,,,99999998,,99999998,99999998,99999998,99999998,99999998,,,,,,,99999998,,,,99999998,,99999998,,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,,99999998,99999998,,,,,,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,,,,,,,,,,,,,,,,
6676,471,5,2017,95.97755794,0,0,0,0,0,2000,0,0,0,10000,0,0,14000,1,0,1,1,0,,,,2,2,,,,,,1,1,2,2,3,4,3,,,2,99999998,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,
6677,6134,5,2017,127.6252521,0,0,0,0,0,0,0,0,0,0,156000,11088.75,167088.75,1,0,1,1,0,,,2500000,2,2,,,,,,1,1,4,3,3,2,2,,,1,,,,4,4,25,5,2,,150,4,5,4,1,1,2,1,2,1,1,3,1,1,,,,1,3,2,3,1,1,2,1,2,1,1,1,2,1,2,1,1,2,2,2,1,2,2,9,1,1,2010,3,1950000,1,,,,,,,,2,1,
6678,,5,2017,1938.434191,0,0,0,0,0,0,0,0,0,0,0,0,93220,1,0,1,0,1,,,99999998,2,2,,,,,,1,1,5,3,3,3,3,,,1,,,,5,,,,2,,170,4,5,4,2,1,2,1,3,2,,0,1,1,,,,1,3,5,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,99999998,1,1,2000,99999998,99999998,,,,,,,,,2,2,
6679,,5,2017,693.0838546,0,0,0,0,0,0,0,0,0,0,0,8568,237313,6,4,2,1,1,7,,,2,2,,,,,,1,1,2,3,3,3,3,,,3,,,,4,4,9,4,2,,99999998,,5,4,2,2,2,2,2,1,2,2,1,1,,,,2,3,5,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,9,,,,,,,,,,,,,,2,2,
6680,,5,2017,647.2671422,0,0,0,0,0,0,0,0,0,0,0,5183,16100.77778,2,1,1,0,1,1,,,2,2,,,,,,2,,2,2,99999999,2,2,,,2,99999998,,,4,4,5,3,2,,60,4,3,2,2,2,2,2,1,2,,2,2,,,,,2,3,1,3,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,99999998,,,,,,,,,,,,,,,,
6681,,5,2017,592.143629,0,0,0,0,0,0,0,0,0,0,0,0,84000,1,0,1,1,0,,,,2,2,,,,,,2,,3,3,3,4,4,,,2,2000,,,4,4,8,4,2,,75,4,3,2,1,2,2,2,1,1,2,2,2,,,,,3,3,4,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,99999998,,,,,,,,,,,,,,,,
6682,,5,2017,306.3796809,0,0,0,0,0,0,0,0,0,0,0,1659,349659,2,0,2,1,1,4,,1650000,2,2,,,,,,1,2,3,3,2,4,3,,,1,,,,4,2,7,3,2,,85,1,4,3,1,2,2,2,1,1,2,1,1,1,,,,1,3,5,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,7,99999998,,,,,,,,,,,,,2,2,
6683,,5,2017,629.2634229,0,0,0,0,0,0,0,0,0,0,0,4056,100131,4,2,2,1,1,4,,1600020,2,2,,,,,,1,1,3,2,2,3,5,,,1,,,,4,2,4,2,2,,98,1,4,3,2,2,2,2,2,1,1,1,2,,,,,2,3,6,3,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,6,1,1,2012,99999998,1000050,1,,,,,,,,2,2,
6684,,5,2017,1388.615243,0,0,0,0,0,0,0,0,0,0,0,35633.83333,270939.6515,3,1,2,1,1,,,1900000,2,2,,,,,,1,2,1,2,2,3,5,,,1,,,,4,4,17,5,2,,104,4,4,4,2,2,2,2,2,1,1,2,1,1,,,,2,3,6,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,9,1,2,2014,11,1370000,1,,,,,,,,2,2,
6685,,5,2017,1712.219049,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,2,99999998,,,,,,99999998,,99999998,99999999,99999999,99999999,99999999,,,,,,,99999999,,,,99999999,,99999999,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,99999999,99999999,,,,,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,,,,,,,,,,,,,,,
6686,,5,2017,302.1475822,0,0,0,0,0,0,0,0,0,0,0,19960,591747,3,0,3,1,2,,,99999998,2,2,,,,,,1,1,5,3,3,99999998,2,,,1,,,,4,4,17,5,2,,112,4,5,5,1,1,2,1,2,1,1,2,1,1,,,,1,3,2,2,2,1,1,2,2,2,2,2,99999998,2,2,2,2,2,2,2,2,2,2,9,1,2,2007,1,950000,1,,,,,,,,2,2,
6687,,5,2017,288.9317392,0,0,0,0,0,0,0,0,0,0,0,33840.5,549840.5,4,2,2,1,1,,,2200000,2,2,,,,,,1,2,3,2,2,2,2,,,1,,,,4,4,5,3,2,,100,4,4,4,1,2,2,2,2,1,2,2,1,1,,,,1,3,7,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,1,1,2013,1,1550000,1,,,,,,,,2,2,
6688,,5,2017,494.9096809,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,2,99999999,,,,,,99999999,,99999999,99999999,99999999,99999999,99999999,,,,,,,99999999,,,,99999999,,99999999,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,99999999,99999999,,,,,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,,,,,,,,,,,,,,,
6689,,5,2017,494.9096809,0,0,0,0,0,0,0,0,0,0,0,15703,15703,1,0,1,1,0,,,,2,99999999,,,,,,99999999,,99999999,99999999,99999999,99999999,99999999,,,,,,,99999999,,,,99999999,,99999999,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,99999999,99999999,,,,,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,,,,,,,,,,,,,,,
6690,,5,2017,417.6027087,0,0,0,0,0,0,0,0,0,0,0,28749,364749,3,1,2,1,1,,,2100000,2,1,4,2,2,2,1,1,1,3,3,3,2,2,,,1,,,,4,4,9,4,2,,124,4,5,4,1,1,2,1,3,1,2,2,1,1,,,,1,3,4,3,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,10,1,2,2014,5,1500000,1,,,,,,,,2,2,
6691,,5,2017,338.4696608,0,0,0,0,0,0,0,0,0,0,0,0,245400,3,0,3,1,2,,,99999998,2,2,,,,,,1,2,3,3,3,2,2,,,1,,,,4,2,5,2,2,,110,4,4,3,1,2,2,1,2,1,2,1,1,1,,,,2,3,2,3,2,1,1,2,2,2,1,2,2,1,2,1,2,2,2,1,1,2,2,99999998,1,1,2010,8,900000,1,,,,,,,,2,2,
6692,,5,2017,311.6111624,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,2,99999998,,,,,,99999998,,99999998,99999998,99999998,99999998,99999998,,,,,,,99999998,,,,99999998,,99999998,,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,,99999998,99999998,,,,,,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,,,,,,,,,,,,,,,,
6693,,5,2017,320.5457238,0,0,0,0,0,0,0,0,0,9000,0,0,93500,1,0,1,0,1,,,,2,2,,,,,,2,,3,4,1,3,1,,,3,,,,8,,,,1,,99999998,,5,5,1,1,2,1,2,1,2,0,,,,,,1,1,1,4,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,6,,,,,,,,,,,,,,1,1,
6694,,5,2017,414.0479406,0,0,0,0,0,0,0,0,0,0,0,0,38000,1,0,1,0,1,,,,2,2,,,,,,2,,4,3,2,4,3,,,3,,,,8,,,,2,,200,4,5,5,1,2,2,1,3,1,2,0,1,1,,,,1,1,2,4,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,6,,,,,,,,,,,,,,1,1,
6695,,5,2017,637.5742203,0,0,0,0,0,200,0,0,0,0,0,0,52607.26042,1,0,1,0,1,,,,2,2,,,,,,1,1,4,4,4,2,3,,,3,,,,8,,,,2,,154,3,5,5,1,1,2,2,4,1,1,0,1,1,,,,1,3,5,4,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,1,1,
6696,,5,2017,356.6534559,0,6000,0,0,0,0,0,0,0,0,0,22714.16667,227714.1667,4,2,2,1,1,,,1700000,2,2,,,,,,1,2,3,4,3,2,2,,,1,,,,4,4,8,4,2,,110,1,4,3,1,2,2,1,2,1,2,2,1,1,,,,1,3,5,3,2,2,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,10,1,1,2015,99999998,1300000,1,,,,,,,,2,2,
6697,,5,2017,315.8986007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,2,99999999,,,,,,99999999,,99999999,99999999,99999999,99999999,99999999,,,,,,,99999999,,,,99999999,,99999999,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,99999999,99999999,,,,,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,,,,,,,,,,,,,,,
6698,,5,2017,425.4835542,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,2,99999999,,,,,,99999999,,99999999,99999999,99999999,99999999,99999999,,,2,99999998,,,99999999,,,,99999999,,99999999,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,99999999,99999999,,,,,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,,,,,,,,,,,,,,,
6699,545,5,2017,516.538649,0,0,0,0,0,0,0,0,0,6000,0,0,48300,1,0,1,1,0,,,,2,2,,,,,,2,,2,3,3,2,2,,,2,2800,,,4,2,4,3,2,,61,3,3,3,2,2,2,2,2,2,,0,2,,,,,2,3,4,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,
6700,454,5,2017,481.1118129,0,0,0,38400,0,0,0,0,0,21600,0,24417,174417,4,2,2,1,1,,,,2,2,,,,,,2,,5,3,3,2,2,,,2,3200,,,8,,,,2,,65,4,3,2,1,2,2,1,1,1,2,0,1,1,,,,2,3,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,
6701,1170,5,2017,295.7868632,0,0,0,0,0,0,0,0,0,0,0,15150.5,165150.5,3,1,2,1,1,,,,2,2,,,,,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6702,3954,5,2017,516.538649,0,0,0,0,0,0,0,0,0,0,0,0,42000,1,0,1,1,0,,,,2,2,,,,,,2,,4,3,2,4,5,,,2,2500,,,4,4,4,3,2,,99999998,,3,3,1,2,2,2,1,2,,0,2,,,,,3,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,4,,,,,,,,,,,,,,,,
6703,,5,2017,1145.093746,0,0,0,0,0,0,0,0,0,0,0,4056,153721,1,0,1,0,1,,,99999998,2,2,,,,,,1,1,4,3,3,3,3,,,1,,,,4,4,15,4,2,,100,4,4,3,1,2,2,2,2,1,1,2,1,1,,,,1,3,4,3,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,99999998,1,1,2016,8,99999999,,,,,,,,,2,2,
6704,,5,2017,2114.317125,0,0,0,0,0,0,0,0,0,0,0,2421.666667,110421.6667,1,0,1,0,1,,,,2,2,,,,,,1,2,3,3,2,3,3,,,2,7800,,,4,4,6,4,2,,110,4,4,3,1,1,2,1,2,1,1,2,1,1,,,,1,3,2,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,
6705,,5,2017,495.8116854,0,0,0,54000,0,0,0,0,0,0,0,0,234000,1,0,1,1,0,,,,2,2,,,,,,1,2,5,3,3,2,2,,,2,6800,,,4,1,3,1,2,,75,4,3,2,2,2,2,2,1,2,,0,1,1,,,,3,3,4,4,1,1,1,2,2,1,1,2,1,2,2,1,2,2,2,1,2,1,1,1,,,,,,,,,,,,,,,,
6706,,5,2017,357.3679512,0,0,0,0,0,0,0,0,0,0,0,0,372000,2,0,2,1,1,,,,2,1,99999998,2,1,2,2,1,1,4,2,2,3,2,,,2,2066.666667,,,4,3,4,3,2,,77,2,3,2,1,2,2,2,1,2,,1,2,,,,,2,3,1,3,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,99999998,,,,,,,,,,,,,,,,
6707,,5,2017,338.0028198,0,0,0,0,0,0,0,0,0,0,0,0,144000,2,0,2,2,0,,,,2,2,,,,,,2,,2,3,2,3,3,,,2,2800,,,4,2,3,1,2,,90,4,4,3,1,2,2,2,2,2,,1,1,1,,,,2,3,8,3,2,1,1,2,2,2,1,2,2,1,2,1,2,1,2,1,2,2,2,10,,,,,,,,,,,,,,,,
6708,,5,2017,522.211818,0,0,0,0,0,0,0,0,0,0,0,0,220000,1,0,1,1,0,,,99999998,2,2,,,,,,2,,3,3,3,2,2,,,1,,,,4,4,4,2,2,,60,4,3,2,2,2,2,2,1,2,,0,1,1,,,,2,3,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,99999998,1,1,2012,12,1600000,1,,,,,,,,2,2,
6709,,5,2017,159.8450053,0,0,0,0,0,0,0,0,0,0,0,0,184800,1,0,1,1,0,,,,2,2,,,,,,2,,2,3,2,4,5,,,2,3200,,,4,1,4,4,2,,56,4,2,2,2,2,2,2,1,2,,0,2,,,,,2,3,4,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,1,1,1,1,4,,,,,,,,,,,,,,,,
6710,,5,2017,705.0783186,0,0,0,0,0,0,0,0,0,0,0,4839,82839,3,1,2,1,1,,,,2,2,,,,,,1,1,4,3,2,3,3,,,2,3000,,,4,4,7,4,2,,100,4,4,2,2,2,2,2,2,2,,1,2,,,,,2,3,4,3,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,1,1,2,1,4,,,,,,,,,,,,,,,,
6711,,5,2017,487.494644,0,0,0,0,0,0,0,0,0,0,0,0,60000,1,0,1,1,0,,,,2,2,,,,,,2,,1,1,2,1,2,,,2,1500,,,4,2,4,2,1,,36,3,2,2,2,2,2,2,1,2,,0,,,2,,,2,1,5,99999998,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,99999998,,,,,,,,,,,,,,,,
6712,,5,2017,533.6440663,0,0,0,0,0,0,0,0,0,0,0,2704.25,218704.25,3,1,2,1,1,,,,2,2,,,,,,1,1,2,3,4,4,3,,,2,3200,,,4,2,4,2,2,,88,4,3,2,1,2,2,2,1,2,,0,2,,,,,2,3,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,99999998,,,,,,,,,,,,,,,,
6713,,5,2017,313.9528633,0,0,0,0,0,30000,0,0,0,0,0,9759.5,114759.5,1,0,1,1,0,,,,2,2,,,,,,1,1,2,1,5,3,5,,,2,2200,,,4,4,4,4,2,,50,4,2,2,1,2,2,2,2,2,,2,1,1,,,,2,3,4,3,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,99999998,,,,,,,,,,,,,,,,
6714,,5,2017,487.494644,0,0,0,0,0,24000,0,0,0,0,0,0,33100,1,0,1,1,0,,,,2,2,,,,,,2,,1,99999998,3,3,99999998,,,2,2000,,,4,2,4,4,2,,70,4,4,4,2,2,2,2,2,2,,0,2,,,,,2,3,6,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,
6715,,5,2017,233.2678065,0,0,0,0,0,0,0,0,0,0,0,11032.25,107828.25,3,1,2,1,1,,,4000000,2,2,,,,,,1,1,4,3,2,1,2,,,1,,,,4,2,3,2,2,,100,4,4,4,2,2,1,2,2,2,,0,1,1,,,,1,3,7,3,2,1,1,1,2,99999998,1,2,2,1,2,1,2,2,2,1,1,2,1,1,1,1,2011,5,1900000,1,,,,,,,,2,1,
6716,2601,5,2017,685.4394726,0,0,0,0,0,0,0,0,0,0,0,0,34491.5625,1,0,1,0,1,1,,,2,2,,,,,,2,,1,2,5,4,3,,,2,3200,,,4,3,1,99999998,2,,32,2,2,2,2,2,2,2,1,2,,0,2,,,,,2,3,6,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,
