Siduri,SiduriMakorPitzul,wave,s_seker,MishkalMb,HRibitShnatit,HHashkaotShnatit,HDividendShnatit,HSchirutShnatit,HEsekShnatit,sumHAnashimShnatit,sumHGemelShnatit,sumHHishShnatit,sumHHulShnatit,sumHMilgaShnatit,sumHPensiaShnatit,sumHMosdotShnatitnew,SacShnatikolel_Lembnew,zkifa_PensiaLemb,SachNefashot,Nefashot0_17,Nefashot18up,Men18up,Women18up,AimShinuiKtovet,KesefHutzAcher,MeshivHitnahalut,m_SetachMigrashBayitprati,SugMatbeaHutzAcher,HaskaPikdon1,HaskaChisachon1,HaskaNeemanut1,HaskaLoNeemanut1,SchumHalvaaLoDiyur1,m_HalvaaDiyur,m_HalvaaLoDiyur,m_MisgeretAshrai,m_YeshAshrai,M_ShuviDira,YitraNEMenayotBAhuz1,YitraNEMenayotBSchum1,YitraNEAgachMemshaltiBAhuz1,YitraNEAgachMemshaltiBSchum1,Ozeret1,k_ShaotOzeret1,TahasokaAcheretOzeret1,TahasokaOzeretMesh1,TahasokaOzeretSiu1,TahasokaOzeretYeLed1,Meconit1,k_MispMeconiyot1,Sfarim1,meshiv_hacnasot,MazavKAtid1,MazavKAvar1,ChisachonAtid1,ChisachonHayom1,Meshiv_Nechasim,IdkunBaalut1,IdkunMegurimSchirut1,k_baalut1,m_DmeSchirutChodeshi,SinuyDira21,SinuyDiraP21,SugDira1,MisparKoma1,MspDirotBeKomatMegurim1,MispKomotBinyan1,MispDirotBinyan1,DiraMedurag1,SetachBayitpratY1,SetachDira1,MekorSetach1,K_MispHadarim1,K_MispHadarimMegurim1,MirpesetSherut1,ChederAronot1,MachsanBetochD1,MachsanMiD1,KamaSherutim1,ChanayaPratit1,AimMekura1,Maaliyot1,MirpesetChitzonit1,KamaMirpeset1,GinaPratit1,KamaGinaPratit1,GodelGinaPratit1,k_mizug1,HasakaPratit1,Kivun1,KamaKivun1,NofYam1,NofSetachYarok1,NofGag1,NofKvish1,NofRakevet1,NofAntena1,NofKvishPnimi1,NofSetachPatuch1,BaayaChoshech1,BaayaKvish1,BaayaRakevet1,BaayaMatos1,BaayaBiluy1,BaayaChinuch1,BaayaMifal1,BaayaZevel1,BaayaZihum1,ShanaBniya1,OfenBaalut1,Mocher1,ShanaRechishaK1,ChodeshRechishaK1,MechirKnuya1,MatbeaKnuya1,ShanaRechishaB1,ChodeshRechishaB1,OfenBaalutMigrash1,MechirBniya1,MatbeaBniya1,AlutBniya1,MatbeaAlutBniya1,HagdalatDira1,SinuyimPnimiimBDira1,ShuviDiraYoter1,BaalutDiraLLoBealim1,BaalutDiraLLoBealimKama1,AtidMechiraDira1,AtidMechiraDiraN1,BaalutDiraNosefet1,BaalutDiraNosefetKama1,DiraNosefet121,DiraNosefetP121,KarkaAcheret1,m_MechirDiraKnuyaB12,m_KesefKniyaAtidit,KarkaChaklait1,KarkaChaklaitSetach1,MdidaKarkaChaklait,KarkaLoChaklait1,KamaKarkaLoChaklait1,GodelKarkaLoChaklait1,MdidaKarkaLoChaklait,m_Mechirkarka,KibelMechirDiraN1,KniyaAtiditDira1,MechiraDiraNKama1,MechiraDiraNosefet1,ShuviDirotLoMegurim1,GemelVPizuyimMB1,BituachMenahalimMb1,kPensiaMB1,PikdonotMB1,TChisachonMB1,kHishMB1,kNeemanutMB1,Cluster2015,ADechiyaMoedTashlum1,AKredit1,APrisatTushlum1,CheshbonChasum1,HalvaaLoDiyurAcher1,HalvaaLoDiyurAshrai1,HalvaaLoDiyurAvoda1,HalvaaLoDiyurBank1,HalvaaLoDiyurBituach1,HalvaaLoDiyurLising1,HeviDoch1,KesefHutzD1,KesefHutzDinarY1,KesefHutzE1,KesefHutzL1,MatbeaChisachon1,MatbeaHutz1,MatbeaLoNeemanut1,MatbeaNeemanut1,MatbeaPikdon1,MenayotMB1,Minus1,PniyaBank1,ShiirochChisachonChodesh1,ShiirochChisachonShana1,ShiirochChisachonYom1,ShiirochLoNeemanutChodesh1,ShiirochLoNeemanutShana1,ShiirochLoNeemanutYom1,ShiirochNeemanutChodesh1,ShiirochNeemanutShana1,ShiirochNeemanutYom1,ShiirochPikdonChodesh1,ShiirochPikdonShana1,ShiirochPikdonYom1,SugCheshbon1,m_SchumHalvaaDiyur1,M_ChodashimMinus1,M_PeamimPniyaBank1,M_ChodashimCheshbonChasum1,m_KesefMB1,OmdanShuviDira
6477,,6,2018,465.6154484,0,0,0,0,0,0,0,0,0,23580,0,2690,87270,0,1,0,1,0,1,1,,5,,,,,,,99999999,2,1,5000,1,,,,,,2,,,,,,1,1,2,5,2,3,2,2,5,,,4,,,,4,,2,1,1,2,,60,4,2,1,2,2,2,2,1,2,,0,2,,,,,3,3,5,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,1,2,1,2,2,1,2,8,2,2,2,,2,2,2,1,2,1,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,2,
6478,,6,2018,202.6620865,0,0,0,0,0,0,0,0,0,0,135285,99487.5,312772.5,1,2,0,2,1,1,1,,2,,,25000,,,,,2,2,20000,1,3000000,,,,,2,,,,,,1,2,5,2,3,3,3,3,2,1,,1,,2,2,5,,,,,2,,160,3,5,3,2,1,2,1,3,1,2,0,2,,1,1,170,2,2,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,7,1,2,1998,99999998,260000,2,,,,,,,,,,3,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,1,2,2,2,9,2,2,1,,,,,,,,,,,,,,2,,,1,2,2,,,,,,,,,,,9,2018,30,1,0,,,,3,3036347.934
6479,,6,2018,245.5758827,0,0,0,0,0,0,0,0,0,0,0,900,104765.4546,0,3,1,2,1,1,,,5,,,,2000,,,,2,2,20000,1,,,,,,2,,,,,,1,1,2,5,3,3,2,2,5,,,3,,,,1,3,1,3,,1,,220,3,5,5,1,1,1,1,3,1,2,0,,,2,,,2,3,8,4,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,10,,,,,,,,,,,,,,2,2,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,1,2,2,3,2,2,1,,,,,,,,,,,,,1,2,,,,2,2,,6,2018,28,,,,,,,,,,2,0,,,,3,
6480,,6,2018,213.0912191,0,0,0,0,0,0,0,0,0,0,0,0,93600,0,1,0,1,0,1,1,,3,,,99999998,,,40000,,2,2,99999998,1,,,,,,2,,,,,,2,,3,3,5,1,4,2,3,,,6,,,,6,,,,,2,,25,4,1,1,2,2,2,2,1,2,,0,2,,,,,2,3,4,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,2,2,1,1,2,2,2,7,2,2,1,,,,,,,,,,,,,,2,1,,,1,2,,,,,8,2018,6,,,,0,,,1,0,,,,3,
6482,,6,2018,195.7155081,0,0,0,0,0,0,0,0,0,0,0,900,316500,0,3,1,2,1,1,1,,4,,,,50000,,,11000,2,1,20000,1,,,,,,2,,,,,,1,2,3,4,1,1,2,2,4,,1,2,3600,,,99999998,,,,,2,,70,4,3,3,2,2,2,1,1,1,2,0,1,1,,,,2,2,1,3,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,60000,2,,,2,,,,,,1,,2,,1,1,1,2,1,2,2,8,2,1,1,2,2,2,2,1,2,2,,,,1,,1,1,,,,2,1,2,7,2018,16,,,,,,,,,,1,0,2,,,5,
6483,,6,2018,371.8802909,0,0,0,0,0,0,0,0,0,0,0,0,162400,0,2,0,2,1,1,1,,1,,,,,,,8000,2,1,20000,1,,,,,,2,,,,,,1,2,3,1,3,3,3,3,1,,1,2,4000,,,4,,2,4,3,2,,40,4,2,2,1,2,2,2,1,2,,0,2,,,,,2,3,6,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,1,2,1,2,2,1,2,8,2,2,1,,2,2,2,1,2,2,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,4,
6484,,6,2018,193.8084466,0,0,0,0,0,0,0,0,0,0,0,0,367201.2,0,3,1,2,1,1,1,,4,,,,400000,,,10000,1,1,10000,1,,,,,,2,,,,,,1,2,3,5,3,3,2,2,5,,,3,,,,2,,1,3,1,1,,113,4,4,4,2,2,2,2,1,1,2,0,,,2,,,2,3,1,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,1,1,,2,,,2,,2,,,2,,,2,,,,,,2,,2,1400000,1,1,1,2,1,1,2,7,2,2,2,,2,2,2,1,2,2,2,,,,,1,2,,,,2,2,,1,2019,16,,,,,,,,,,1,250000,,,,4,
6488,,6,2018,216.1620375,0,0,0,0,0,0,0,0,0,0,0,181.5,488763.5,0,5,1,4,3,1,2,,2,,,99999998,99999998,,,,2,2,30000,1,,,,,,2,,,,,,1,2,5,2,3,3,2,2,2,1,,2,99999998,,,4,0,1,3,,1,,180,2,5,5,1,2,2,1,5,2,,0,,,2,,,2,3,6,4,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,,,,,,,,,,,,,,,,,1,1,2,2,,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,1,1,1,1,2,3,2,2,1,,,,,,,,,,,,,,2,,,,2,2,,0,,,,,,,,,0,,,1,0,,,,5,
6489,,6,2018,339.5768111,0,0,0,17600,0,0,0,0,0,31440,0,29015.08333,194455.0833,0,4,2,2,1,1,1,,4,,,,,,,,1,2,10000,1,,,,,,2,,,,,,1,1,5,4,2,1,2,2,4,,1,2,1350,,,4,,2,2,1,2,,70,2,3,3,1,2,2,2,1,2,,0,1,1,,,,2,3,8,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,1,1,,2,,,2,,2,,,2,,,2,,,,,,2,,2,1400000,1,2,1,2,2,1,2,3,2,2,2,,,,,,,,2,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,500000,,,,99999999,
6491,,6,2018,458.4621551,0,0,0,0,0,0,0,0,0,0,0,0,60500,0,6,0,6,5,1,1,,3,,,,,,,,2,2,99999998,2,99999998,,,,,1,3,2,1,2,2,1,2,2,3,4,4,4,5,3,1,,1,,2,2,4,,1,2,1,2,,148,4,3,3,1,2,2,2,1,2,,0,2,,,,,3,3,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,4,3,,,,,,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,2,2,2,2,,,,1,,,,,,,,,,,,,2,,,,2,1,2,,,,,,,,,,,,,1,0,12,,3,1,
6492,,6,2018,106.687516,0,0,0,0,0,0,0,0,0,0,0,5202,5202,0,10,5,5,3,2,1,,12,,,,,,,,2,1,0,0,,,,,,2,,,,,,1,1,3,12,3,5,4,5,12,,,3,,,,3,,2,2,1,2,,80,4,2,2,2,2,2,2,1,2,,0,2,,,,,3,3,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,2,2,2,1,,,,,1,2,2,2,2,2,,,,,,,2,,,,2,,,,,,,,,,,,,,,4,0,,,,1,
6493,,6,2018,110.4175867,0,0,0,0,0,0,0,0,0,0,0,16098,88098,0,4,2,2,1,1,1,,7,,,,,,,30000,2,1,8000,2,,,,,,2,,,,,,2,,1,7,2,3,3,5,7,,,3,,,,3,,2,3,1,2,,100,4,2,2,2,2,2,2,1,2,,0,2,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,1,2,2,2,2,2,2,1,,,,2,2,2,2,1,2,2,,,,,,,2,,,,2,1,2,,,,,,,,,,,,,1,0,8,,,2,
6494,,6,2018,94.32965218,0,0,0,0,0,0,0,0,0,0,0,13818,13818,0,4,0,4,3,1,1,,3,,,,,,,15000,1,1,6000,2,99999998,,,,,2,,,,,,2,,6,3,3,4,4,5,3,1,,1,,2,2,3,,2,2,1,2,,100,4,2,2,2,2,2,2,1,2,,0,2,,,,,3,3,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,,,,,,1970,99999998,3,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,2,2,2,1,,,,2,2,2,2,1,2,2,2,,,,,,2,,,,2,1,1,,,,,,,,,,,,,1,30000,12,3,,1,
6495,,6,2018,143.9648389,0,0,0,0,0,0,0,0,0,0,0,6102,114102,0,8,6,2,1,1,1,,12,,,,,,,,2,2,10000,2,,,,,,2,,,,,,2,,2,12,3,3,4,3,12,,,3,,,,3,,2,3,1,2,,100,4,3,3,2,2,2,2,1,2,,0,2,,,,,3,3,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,1,,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,1,2,1,2,2,2,2,1,,,,2,,,,,,,,,,,,,2,,,,2,1,2,,,,,,,,,,,,,1,0,5,,,3,
6497,,6,2018,86.99676549,0,0,0,0,0,0,0,0,0,0,0,50758.5,290758.5,0,2,0,2,1,1,,,4,500,,,1250,,,160000,2,1,50000,1,2000000,,,,,2,,,,,,1,2,5,4,2,3,1,2,4,,,1,,,,7,,,,,2,3,125,4,4,4,2,1,2,2,2,1,2,0,1,,2,,,2,3,1,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,8,1,1,2010,9,600000,1,,,,,,,,2,1,3,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,1,2,2,5,2,2,1,2,2,2,2,1,2,2,,,,,,1,2,,,,2,1,2,10,2018,5,,,,,,,,,,1,0,12,,,1,
6498,,6,2018,195.2885117,0,0,0,0,0,0,0,0,0,0,0,2066.166667,202066.1667,0,2,0,2,1,1,2,,2,,,99999998,99999998,,,,2,2,10000,1,,,,,,2,,,,,,1,1,3,2,4,4,3,2,2,,,7,,,,3,0,1,3,,99999998,,70,4,3,3,2,2,2,2,1,2,,0,2,,1,,40,2,3,4,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,99999998,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,1,99999998,1,1,1,1,99999998,2,2,2,1,,,,,,,,,,,,,,2,,,,1,2,,0,,,0,,,,,,0,,,1,0,,,,5,
6502,,6,2018,423.5935007,0,0,0,0,0,0,0,0,0,0,0,6930,318681,0,4,2,2,1,1,1,,8,,,,1200,,,180000,2,1,12000,1,1500000,,,,,2,,,,,,1,1,4,8,2,3,4,3,8,1,,1,,2,2,4,,1,2,1,1,,186,3,3,1,1,1,2,2,3,2,,0,,,2,,,2,3,4,4,2,2,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,10,2,,,,,,99999998,99999998,3,,,,,,,4,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,2,1,1,2,3,2,2,1,2,2,2,2,1,2,2,,,,,,1,2,,,,2,1,2,10,2018,1,,,,,,,,,,1,0,12,,,1,
6503,,6,2018,506.2182633,0,0,0,0,0,0,0,0,0,0,0,45160,45160,0,1,0,1,0,1,2,,1,,,20000,,,,,2,2,5000,1,,,,,,2,,,,,,2,,1,1,99999998,99999998,4,4,1,,,2,2200,,,4,0,99999998,4,,2,,99999998,,2,2,2,2,2,2,1,2,,0,2,,2,,,2,2,99999998,1,2,2,1,2,2,2,2,2,99999998,1,2,2,2,2,2,99999998,99999998,99999998,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,2,2,2,1,2,2,2,6,2,2,1,2,,,,,,,,,,,,,2,,,1,2,1,2,,,,,,,,,,7,2018,16,1,0,2,,,3,
6505,,6,2018,364.2473616,0,0,0,0,0,0,0,0,0,0,0,3019.5,92447.5,0,4,2,2,1,1,,,5,420,,,,,,,1,2,0,1,99999998,,,,,2,,,,,,1,1,1,5,2,3,2,3,5,,,1,,,,8,,,,,2,2,177,3,3,2,1,2,1,1,3,2,,0,2,,2,,,2,3,4,4,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,10,2,,,,,,,,,,0,,,2,2,,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,1,1,1,2,2,2,2,3,2,2,2,,,,,,,,2,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,240000,,,,3,
6506,,6,2018,278.0974482,0,0,0,7200,0,0,24000,0,0,0,325050,35524.83333,499774.8333,1,2,0,2,1,1,1,,3,,,600000,99999998,99999998,,,2,2,100000,1,2500000,,,,,2,,,,,,1,2,4,3,3,3,3,3,3,1,,1,,2,2,4,,2,3,2,2,,100,4,4,3,1,2,1,2,2,2,,1,1,1,,,,1,3,1,3,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,99999998,1,2,1995,4,99999998,,,,,,,,,,,,1,2,2,2,,,,2,2,,,2,,,2,,,,,,2,,2,,1,1,1,1,1,1,1,8,2,1,1,,,,,,,,,,,,,,2,,,1,1,2,,0,,,0,,,0,,,8,2018,29,1,0,,,,3,
6507,,6,2018,362.9974497,0,0,0,0,0,0,0,0,0,0,0,0,46800,0,1,0,1,1,0,2,,1,,,,,,,,2,2,0,2,,,,,,2,,,,,,1,1,6,1,4,3,4,3,1,,,2,2800,,,4,1,2,5,,1,,99999998,,4,3,1,2,1,2,1,2,,0,,,2,,,2,3,3,4,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,2,2,1,2,2,2,2,7,,,,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,3,
6508,,6,2018,914.5336693,0,0,0,0,0,0,0,0,0,0,0,0,237196,0,2,0,2,1,1,,,4,,,,,,,117000,2,1,6000,1,,,,,,2,,,,,,1,2,2,4,4,2,4,3,4,,,2,2100,,,4,4,2,4,,2,,70,3,3,3,1,2,2,2,1,2,,0,2,,2,,,2,3,6,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,5,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,1,2,1,2,2,1,2,5,2,2,1,2,2,2,2,1,2,2,,,,,,,2,,,,2,1,2,,,,,,,,,,,,,1,0,2,,,1,
6509,,6,2018,558.7264336,0,0,0,0,0,0,0,0,0,0,8400,18536,426936,0,1,0,1,1,0,1,,2,,,99999998,99999998,99999998,,,2,2,50000,1,7158050,,,,,1,1,2,1,2,2,1,1,5,2,3,3,3,2,2,1,,1,,2,2,5,,,,,1,,220,4,5,5,2,1,2,2,3,1,2,0,,,1,2,250,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,99999998,1,1,1995,99999998,410000,2,,,,,,,,,,,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,1,1,1,1,9,2,2,1,,,,,,,,,2,,,,,1,,,,2,2,,0,,,,,,0,,,0,,,2,0,,,,5,
6511,,6,2018,267.9306556,0,0,0,0,0,0,0,0,0,0,0,0,201392,0,2,0,2,1,1,1,,1,,,,,,,,1,2,0,1,1600000,,,,,2,,,,,,1,2,3,1,4,4,4,4,1,,2,1,,,,4,4,4,16,,2,,60,3,3,3,1,2,2,1,2,1,2,2,1,,2,,,2,3,8,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,9,1,1,2016,9,1450000,1,,,,,,,,2,2,,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,2,2,1,2,7,2,1,1,,,,,,,,2,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,900000,,,,4,1320385.842
6514,,6,2018,948.1284274,0,0,0,0,0,0,0,0,0,0,0,17144.16667,143144.1667,0,1,0,1,0,1,1,,5,,,99999999,,,,,2,2,11000,1,,,,,,2,,,,,,1,1,2,5,3,3,2,2,5,,1,2,3800,,,99999998,,,,,2,,70,2,2,2,2,2,2,2,1,2,,0,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,1,1,1,1,2,2,2,7,2,2,1,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,0,,,1,0,,,,4,
6516,,6,2018,604.9868384,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,1,0,1,1,0,1,,2,,,200000,,,,,2,2,20000,1,3300000,,,,,2,,,,,,1,1,2,2,3,3,2,2,2,1,,1,,2,2,4,,3,4,3,2,,75,4,3,2,2,2,2,2,1,1,2,1,2,,,,,2,3,5,2,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,99999998,1,1,2000,1,250000,2,,,,,,,,,,3,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,1,1,1,1,2,1,2,8,2,2,1,,,,,,,,,,,,,,2,,,1,2,2,,,,,,,,,,,5,2018,31,1,0,,,,4,
6517,,6,2018,661.7503647,0,0,0,0,0,0,0,0,0,0,0,1050,181050,0,2,0,2,1,1,2,,11,,,120000,,,,,1,2,20000,1,,,,,,2,,,,,,1,2,4,11,3,3,2,2,11,,,2,3000,,,2,0,2,3,,2,,70,4,3,3,2,2,2,2,1,2,,0,2,,1,,60,2,3,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,10,,,,,,,,,,,,,,,,,1,1,,2,,,2,,2,,,2,,,2,,,,,,2,,2,1700000,1,2,1,1,2,1,2,7,2,2,1,,,,,,,,2,,,,,,2,,,1,2,2,,,,,,,,,,,8,2018,8,1,450000,,,,5,
6519,,6,2018,127.0815055,0,0,0,0,0,0,0,0,0,0,0,7170,79170,0,6,4,2,1,1,,,7,,,,,,,20000,2,1,5000,2,,,,,,2,,,,,,1,1,1,7,2,3,3,5,7,,,7,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,2,2,2,1,,,,2,2,2,2,1,2,2,,,,,,,2,,,,2,1,2,,,,,,,,,,,,,1,0,5,,,1,
6520,,6,2018,225.3706356,0,0,0,0,0,0,0,0,0,0,0,0,72000,0,1,0,1,1,0,1,,4,,,,,,,,2,2,9000,1,,,,,,2,,,,,,1,1,3,4,3,3,4,3,4,,1,2,4500,,,4,,2,4,2,2,,75,4,3,2,2,2,2,2,1,1,2,0,2,,,,,2,3,3,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,1,2,1,2,2,2,2,8,2,2,1,2,,,,,,,,2,,,,,1,,,,2,1,2,,,,,,,,,,,,,1,0,2,,,3,
6522,,6,2018,651.7048933,0,0,0,0,0,0,0,0,0,0,0,4622.916667,244622.9167,0,1,0,1,1,0,1,,2,,,,99999998,,,,2,2,10000,1,,,,,,2,,,,,,2,,1,2,3,2,2,1,2,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,1,2,1,2,1,1,2,8,2,2,1,,,,,,,,,,,,,,2,,,,2,2,,0,,,,,,,,,,,,1,0,,,,5,
6523,,6,2018,414.7382703,0,0,0,0,0,0,0,0,0,0,0,1800,12702,0,2,1,1,0,1,2,,7,,,,99999998,,,15000,2,1,1500,2,,,,,,2,,,,,,2,,2,7,3,3,4,5,7,,,2,2300,,,4,3,4,4,,2,,60,4,2,2,2,2,2,2,1,2,,0,2,,2,,,2,3,5,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,1,2,2,6,,,,2,2,2,2,1,2,2,,,,,,,2,,,,2,1,1,0,,,,,,,,,,,,1,0,12,2,,1,
6525,,6,2018,363.7852495,0,0,0,0,0,0,0,0,0,0,0,985.8333333,162985.8333,0,1,0,1,1,0,1,,1,,,,40000,,,30000,2,1,20000,1,,,,,,2,,,,,,1,1,4,1,1,1,1,2,1,,1,2,1500,,,4,,1,2,1,2,,80,4,2,2,2,2,2,2,1,2,,0,1,1,,,,3,3,1,3,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,,,,,,,,,,,,,,,,,,1,1,,2,,,2,,2,,70000,2,,,1,1,99999,1,1500000,,1,,2,400000,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,,,,,,1,2,,,,2,1,2,7,2018,15,,,,,,,,,,1,0,2,,,1,
6527,,6,2018,151.2623736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,1,1,,11,,,,,,,,2,2,0,2,,,,,,2,,,,,,1,1,2,11,4,4,4,5,11,,,3,,,,4,,1,1,1,2,,60,4,2,2,2,2,2,2,1,2,,0,2,,,,,3,3,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,1,1,500,1,250000,,2,,2,,1,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,1,
6528,,6,2018,119.7227295,0,0,0,0,0,0,0,0,0,0,0,0,156000,0,4,2,2,1,1,1,,13,,,,,,,50000,2,1,5000,1,99999998,,,,,2,,,,,,1,1,2,13,3,2,3,5,13,1,,1,,2,2,1,,1,2,1,2,,140,4,4,3,2,2,2,2,2,2,,0,2,,2,,,3,3,1,1,2,2,1,2,2,2,1,2,1,1,2,1,2,1,2,1,1,10,2,,,,,,2015,99999998,3,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,1,2,2,,,,,,,2,,,,2,1,2,,,,,,,,,,,,,1,0,5,,,3,
6530,,6,2018,202.6290287,0,0,0,0,0,0,0,0,0,0,0,0,51820,0,3,1,2,1,1,1,,6,,,99999998,,,,10000,2,1,20000,1,,,,,,2,,,,,,1,2,3,6,2,3,2,3,6,,1,2,2000,,,4,,1,2,1,2,,120,4,3,3,2,2,2,2,1,2,,0,1,1,,,,2,3,6,2,2,2,1,1,2,2,1,1,2,1,2,2,2,2,1,2,1,,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,1,2,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,,,,,,,2,,,,2,1,1,,,,,,,,,,0,,,1,0,12,99999998,,1,
6531,,6,2018,693.7685123,0,0,0,0,0,0,0,0,0,0,0,0,198469.9931,0,1,0,1,1,0,2,,3,,,,,,,,2,2,99999998,1,,,,,,2,,,,,,2,,1,3,3,3,1,1,3,,,2,5500,,,4,3,2,4,,2,,67,3,3,2,1,2,2,2,1,2,,0,1,,,,,2,3,6,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,1,2,1,2,2,1,2,8,2,2,2,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,5,
